"MacroTrends Data Download"
"AAL - Historical Price and Volume Data"
"Historical prices are adjusted for both splits and dividends"

"Disclaimer and Terms of Use: Historical stock data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


date,open,high,low,close,volume
2016-10-20,40.3966,40.3966,38.9011,40.0610,14695860
2016-10-21,39.4491,39.7205,39.1332,39.3800,9981485
2016-10-24,39.7254,40.0215,39.2517,39.3109,6466782
2016-10-25,39.1431,39.9031,38.8470,39.1727,6020181
2016-10-26,38.0673,39.7353,37.7120,38.8075,10112314
2016-10-27,38.9359,39.6563,38.7483,39.3899,6542122
2016-10-28,39.3306,40.0413,39.2813,39.5379,6710739
2016-10-31,39.7846,40.2781,39.5576,40.0709,5961076
2016-11-01,39.9820,40.3176,39.0494,39.2813,9028663
2016-11-02,39.2023,39.7254,39.1036,39.1925,5274455
2016-11-03,39.3613,39.8164,38.8863,38.9655,6006541
2016-11-04,38.8566,39.7966,38.8269,39.3217,6717513
2016-11-07,39.9648,41.2116,39.8857,41.0533,8334221
2016-11-08,40.9840,41.4095,40.5882,41.2610,5725832
2016-11-09,40.3309,42.3000,40.0143,41.9636,8392383
2016-11-10,42.2604,42.9332,41.7063,41.8547,8666121
2016-11-11,41.6271,42.4979,41.2413,42.4781,6623490
2016-11-14,42.5573,43.1509,42.5276,42.9431,7773627
2016-11-15,44.5263,44.8034,43.1311,44.2888,13166625
2016-11-16,44.1899,44.3235,43.4676,43.9821,6166966
2016-11-17,43.9227,45.3674,43.5863,45.3476,8558682
2016-11-18,45.6642,46.0006,45.1398,45.7730,7795053
2016-11-21,45.9709,46.2579,45.4663,45.5949,6651810
2016-11-22,45.5455,46.4558,45.4663,45.5949,5781259
2016-11-23,45.5652,45.9017,45.2189,45.8522,5160176
2016-11-25,45.8522,46.3667,45.8126,46.3271,2426632
2016-11-28,46.1490,46.3915,45.1794,46.0105,7369639
2016-11-29,46.0996,46.6438,45.6840,46.3964,4885442
2016-11-30,45.6543,46.3667,44.9419,45.9511,7904220
2016-12-01,45.7137,46.5943,45.1794,45.2684,7435186
2016-12-02,45.6048,46.3667,45.4267,45.6147,6505099
2016-12-05,45.9610,46.0502,45.1002,45.2387,5256443
2016-12-06,45.6741,46.0600,45.4366,45.9412,5334516
2016-12-07,46.1194,48.4199,46.0303,48.1379,10210334
2016-12-08,48.0884,48.0884,47.1979,47.5442,6239952
2016-12-09,48.7514,50.1069,48.2269,49.1175,9850774
2016-12-12,48.6425,48.8206,46.9406,47.0890,8643546
2016-12-13,47.4354,47.9796,47.2078,47.3364,6147695
2016-12-14,47.3364,48.2368,47.3018,47.4156,5293889
2016-12-15,47.5937,49.4242,47.5937,47.7916,7530837
2016-12-16,48.0983,48.5535,47.0594,47.1286,9299673
2016-12-19,47.3859,48.0884,47.2375,48.0686,4729855
2016-12-20,47.9895,48.9789,47.9895,48.7019,4814999
2016-12-21,48.8206,49.3747,48.7118,48.9492,3827868
2016-12-22,48.8305,48.9295,47.9499,48.1775,3618731
2016-12-23,48.0983,48.3259,47.7767,47.9697,2915271
2016-12-27,47.7817,48.4050,47.6332,48.0983,2797847
2016-12-28,48.2170,48.3160,47.1088,47.1682,4153630
2016-12-29,47.2968,47.4947,46.4657,46.7526,3709262
2016-12-30,46.9208,47.1583,45.9808,46.1985,4495016
2017-01-03,46.7823,46.8417,45.6494,45.8126,6737752
2017-01-04,46.1391,46.9357,45.8621,46.2084,5859604
2017-01-05,46.0303,46.4360,45.1299,45.4069,6825316
2017-01-06,45.3674,46.2282,44.9914,45.7236,7260197
2017-01-09,45.5257,46.8417,45.2981,46.5844,4739142
2017-01-10,46.5052,47.9994,46.4756,47.9697,7483764
2017-01-11,48.7711,49.3747,47.5937,48.1280,6925770
2017-01-12,48.1577,48.4842,46.3469,47.5937,5448098
2017-01-13,47.6530,47.9202,47.0396,47.1484,3541980
2017-01-17,47.0594,47.2474,46.1787,46.2579,5350794
2017-01-18,46.8949,47.2968,46.1589,47.1385,5176524
2017-01-19,47.1385,47.5838,46.3865,46.7625,3729315
2017-01-20,47.0396,47.6530,46.7427,47.4947,5611793
2017-01-23,47.3958,47.5838,46.2579,46.4459,4284196
2017-01-24,46.5547,47.2968,46.3074,47.0396,4926677
2017-01-25,47.3958,47.7025,47.1088,47.4057,5139002
2017-01-26,47.9202,49.1867,47.8212,49.0680,10332849
2017-01-27,49.4737,49.4737,46.2282,46.4558,19411050
2017-01-30,45.1398,45.4366,43.3983,44.4274,16786050
2017-01-31,44.3185,44.3680,43.2815,43.7842,11719842
2017-02-01,44.2789,44.5263,43.4478,43.5863,7955513
2017-02-02,43.1509,44.0514,43.1114,43.5467,7607665
2017-02-03,43.8436,44.0810,43.3020,43.7347,6357916
2017-02-06,44.3284,45.1200,44.2690,44.8231,6496054
2017-02-07,45.2684,45.6444,44.5362,44.6945,6119960
2017-02-08,44.7836,44.7836,44.0415,44.5857,4330414
2017-02-09,44.6919,46.2081,44.5630,45.9116,7089902
2017-02-10,46.2289,46.3082,45.7827,46.0603,4040567
2017-02-13,46.1694,47.3791,46.1099,47.0123,6158580
2017-02-14,46.8635,46.8833,46.0603,46.1793,6271654
2017-02-15,47.1907,47.6469,46.5363,47.1412,8394814
2017-02-16,47.1015,47.2502,46.2685,46.5759,5681810
2017-02-17,46.4371,46.7049,46.0405,46.5164,4581604
2017-02-21,46.6156,46.8734,46.1925,46.4173,4672031
2017-02-22,46.1099,46.3082,45.4852,45.9314,5799646
2017-02-23,46.0306,46.9230,45.5050,45.7132,5246985
2017-02-24,45.6141,45.9116,45.1976,45.8917,4489590
2017-02-27,45.7926,45.9711,45.2968,45.9314,4130975
2017-02-28,45.9314,46.3279,45.6438,45.9711,4935590
2017-03-01,46.3975,47.7312,46.3082,46.6949,8278935
2017-03-02,46.2785,46.3479,45.2571,45.3364,7590676
2017-03-03,45.4653,46.8635,45.3860,46.4272,7259147
2017-03-06,46.0206,46.2884,44.0077,44.9299,11336565
2017-03-07,44.6423,44.8505,44.1862,44.4638,4565315
2017-03-08,44.4142,44.9200,44.2229,44.5134,5521109
2017-03-09,44.1267,44.5531,42.8872,42.9665,9330139
2017-03-10,43.0954,43.5813,42.6095,43.5317,6842316
2017-03-13,43.3631,43.7499,41.9055,42.0145,8882287
2017-03-14,41.7071,41.7468,40.4974,40.8643,10208460
2017-03-15,40.1602,41.8360,39.8726,41.7369,13986198
2017-03-16,41.8261,41.9947,41.1023,41.7765,7058267
2017-03-17,41.6476,41.8598,41.2510,41.3700,10185798
2017-03-20,41.8261,42.0592,41.1023,41.3502,6229799
2017-03-21,41.5286,41.6278,40.0016,40.0809,7938673
2017-03-22,39.4463,40.2098,38.8810,40.0115,9943032
2017-03-23,40.3585,41.5088,40.1404,41.0626,9516585
2017-03-24,41.3402,41.7121,41.0725,41.3799,6596629
2017-03-27,40.7254,41.5386,40.2197,41.3898,6050846
2017-03-28,41.4791,42.5698,41.2014,42.2426,6185811
2017-03-29,42.3319,42.4013,41.5187,41.6080,5331362
2017-03-30,41.4989,42.2823,41.4394,42.1831,3681356
2017-03-31,42.0145,42.5798,41.9198,41.9451,5427748
2017-04-03,41.9749,42.2129,41.2758,42.0939,5764716
2017-04-04,41.7369,41.8757,40.4775,40.5569,7254678
2017-04-05,40.8048,41.7765,40.7155,40.9634,7012673
2017-04-06,41.0527,41.6080,40.8147,41.3700,3627608
2017-04-07,41.1816,41.7468,40.9337,41.4592,4136988
2017-04-10,41.4592,42.3120,41.2708,41.9650,4650522
2017-04-11,42.4211,43.5813,42.0562,43.5614,10269604
2017-04-12,44.4142,44.9695,43.4623,43.5912,9991117
2017-04-13,43.5813,43.6507,42.9714,42.9863,5504930
2017-04-17,43.1053,43.8788,42.9962,43.8589,4563213
2017-04-18,43.6606,44.1564,43.0359,43.4425,5809175
2017-04-19,43.7003,44.3994,43.5317,44.0275,6573440
2017-04-20,44.3349,44.9993,44.1862,44.8406,4956478
2017-04-21,45.1183,45.1183,44.6076,44.7712,5535986
2017-04-24,45.1183,46.0504,45.0885,46.0504,6335098
2017-04-25,46.4074,46.9924,45.9909,46.2190,5960573
2017-04-26,46.1198,46.5065,45.8521,46.0107,6027630
2017-04-27,43.5416,43.8391,42.0542,43.6110,18988577
2017-04-28,43.6507,43.6904,42.2029,42.2624,13357971
2017-05-01,42.4013,42.5996,41.6576,41.7270,8591384
2017-05-02,41.7071,43.5416,41.6972,43.5020,9402465
2017-05-03,43.3036,43.7994,43.0557,43.5515,5144318
2017-05-04,43.8094,44.0176,42.8326,43.5416,4476053
2017-05-05,43.6309,44.1465,43.4028,44.1366,5462793
2017-05-08,44.2258,44.6671,44.1415,44.5630,6190660
2017-05-09,45.0191,46.9032,44.8704,46.6850,11116806
2017-05-10,46.6354,47.3791,46.2785,46.9032,7379826
2017-05-11,46.8139,46.8437,45.2670,46.1496,6086339
2017-05-12,45.9720,46.1509,45.4453,45.5447,3888691
2017-05-15,45.4155,46.6974,45.4055,46.3894,5534522
2017-05-16,46.4987,46.8395,44.4615,46.6478,4627800
2017-05-17,45.9621,46.2701,44.6006,44.6403,6906735
2017-05-18,44.1236,45.1173,44.1037,44.3720,6626694
2017-05-19,44.5211,45.0975,44.4615,44.9385,6736688
2017-05-22,45.0478,45.9621,45.0478,45.9223,4428568
2017-05-23,45.9819,46.3993,45.6540,46.3695,3008501
2017-05-24,46.4490,47.1347,46.3596,46.4788,3890095
2017-05-25,46.6974,47.8204,46.5285,47.7210,5441804
2017-05-26,47.4925,48.5161,47.4322,48.4366,5979329
2017-05-30,48.0192,48.2751,47.4925,47.6614,5512854
2017-05-31,47.8999,48.1782,47.2341,48.1086,4486131
2017-06-01,48.1980,49.0527,47.9993,48.7446,4421404
2017-06-02,49.2514,50.1558,49.0626,49.2117,7708567
2017-06-05,49.2216,49.6390,49.0924,49.4303,5466685
2017-06-06,49.1620,49.7881,49.0129,49.4303,4473456
2017-06-07,49.1322,50.5930,48.4962,50.5434,7078405
2017-06-08,50.5434,51.5471,50.0962,51.1098,6544348
2017-06-09,51.2887,51.6266,49.9372,49.9570,7204319
2017-06-12,49.7881,49.9073,47.8005,49.1719,8597891
2017-06-13,49.2514,49.5993,48.5359,49.1421,5153327
2017-06-14,49.3309,49.4702,48.5856,49.0825,4027798
2017-06-15,48.8341,49.0129,48.0689,48.8042,4579626
2017-06-16,48.5956,49.1421,48.3173,48.4862,6622111
2017-06-19,48.8241,49.4105,48.5111,49.3508,4104267
2017-06-20,48.9136,49.0527,47.7111,47.7310,6035053
2017-06-21,48.0291,48.3372,47.8303,48.1285,3469517
2017-06-22,50.1856,50.2452,48.4862,48.6651,9792147
2017-06-23,48.6949,48.7943,48.1682,48.3272,12682001
2017-06-26,48.5061,49.4701,48.2328,48.4763,3992866
2017-06-27,48.2974,49.2465,48.1980,48.1980,4264403
2017-06-28,48.5161,49.4856,48.5061,48.9434,4259721
2017-06-29,48.9732,49.3757,48.5161,49.3111,6170117
2017-06-30,49.6092,50.1955,49.2912,50.0067,6618701
2017-07-03,50.4639,50.9607,50.0564,50.0763,2906524
2017-07-05,50.1260,51.2241,49.8676,50.9409,5157516
2017-07-06,50.6527,52.2526,50.5434,51.7259,7021422
2017-07-07,51.9744,53.0477,51.8551,52.6998,6596952
2017-07-10,52.6502,52.8290,51.9048,52.3321,4600014
2017-07-11,52.2526,52.3321,51.1496,51.2887,4545699
2017-07-12,52.7893,53.4899,52.1235,53.4650,8348363
2017-07-13,53.0675,54.1408,52.8191,53.4750,5346686
2017-07-14,53.4650,53.9421,53.0079,53.8824,4537895
2017-07-17,53.8725,53.9421,53.5147,53.5346,3727804
2017-07-18,53.4949,53.5048,52.6899,52.8191,4101431
2017-07-19,51.9346,52.8588,51.4576,52.2825,5774713
2017-07-20,52.3918,52.4514,51.7756,52.0141,4836234
2017-07-21,51.8054,52.2228,51.1297,51.5868,4544423
2017-07-24,51.4676,51.7061,50.9210,50.9607,4876393
2017-07-25,51.1794,51.5769,50.2303,50.2949,4484890
2017-07-26,50.3148,50.8465,49.6986,50.6924,4776112
2017-07-27,50.0266,50.0266,48.4465,49.6887,10260337
2017-07-28,48.7148,50.3545,48.4266,50.1757,9153445
2017-07-31,50.5334,50.9110,49.7235,50.1260,6062854
2017-08-01,50.8117,51.6763,50.0103,50.7421,5045298
2017-08-02,50.5732,50.8614,49.5893,50.1359,4679746
2017-08-03,50.2452,50.8763,50.0465,50.2353,3231366
2017-08-04,50.3545,50.6030,50.0715,50.4837,2993515
2017-08-07,50.5036,50.8117,50.1458,50.2651,3016726
2017-08-08,50.3645,50.4639,49.5794,49.6887,4274416
2017-08-09,49.4303,49.6092,48.9235,49.0924,5020809
2017-08-10,48.8251,49.1338,47.9886,48.3471,5441375
2017-08-11,48.2973,48.5811,47.2418,48.1479,5610688
2017-08-14,48.6558,48.9645,48.2973,48.6060,2996459
2017-08-15,48.5562,48.7952,48.1479,48.3172,3149638
2017-08-16,48.4367,48.5264,48.0683,48.2077,4187330
2017-08-17,48.0484,48.1380,45.6036,45.8376,10304207
2017-08-18,46.1065,46.1065,45.2501,45.3596,6242763
2017-08-21,45.5389,45.8974,45.2202,45.5190,4353949
2017-08-22,45.6584,45.7381,45.1356,45.2202,4019715
2017-08-23,44.9812,45.0540,43.3381,43.7863,8159201
2017-08-24,43.9456,43.9655,42.4917,42.7406,7057477
2017-08-25,42.9099,45.2402,42.8303,45.0609,11738415
2017-08-28,45.0410,45.1822,44.5929,44.7622,6969256
2017-08-29,44.3439,44.6626,44.1945,44.3738,5195211
2017-08-30,44.3539,44.5779,43.7066,44.1348,5472629
2017-08-31,44.3539,44.7522,44.2443,44.5530,3799621
2017-09-01,44.6626,45.2800,44.4634,45.1207,4569439
2017-09-05,44.6028,45.0908,43.6568,43.7365,8512885
2017-09-06,42.9099,44.4933,42.4285,44.1248,8796667
2017-09-07,44.0053,44.4385,43.3528,43.6568,5095010
2017-09-08,43.6269,43.9257,43.3083,43.4178,4684643
2017-09-11,43.8261,45.8974,43.8161,45.6684,7921608
2017-09-12,45.7082,46.2858,45.4393,46.0966,6325114
2017-09-13,46.1563,47.3812,45.9074,46.8036,7288178
2017-09-14,46.5945,46.7438,45.9273,45.9970,5360496
2017-09-15,45.1107,45.8476,45.0012,45.8078,14846236
2017-09-18,45.8277,46.1065,45.0808,45.1207,4601233
2017-09-19,45.0908,45.4692,43.8460,44.1945,6884589
2017-09-20,44.7323,45.3696,44.2742,45.2302,4708125
2017-09-21,45.2800,46.3754,44.8020,46.0966,5864367
2017-09-22,46.3754,47.2617,46.1563,46.8633,5342021
2017-09-25,46.7837,47.7596,46.6940,47.5007,6363180
2017-09-26,47.6401,48.0583,47.0326,47.3812,4706004
2017-09-27,47.3812,47.8990,46.4352,46.6542,6183158
2017-09-28,46.5845,48.3969,46.5845,47.2915,8367839
2017-09-29,47.2915,47.6500,47.0326,47.2915,4904347
2017-10-02,47.3214,47.7297,47.0227,47.5305,4911650
2017-10-03,47.4608,50.3786,47.4310,50.2989,10261794
2017-10-04,50.2890,51.4541,50.2790,50.5180,7454460
2017-10-05,50.6375,50.7769,50.0500,50.3487,4212310
2017-10-06,50.4881,51.3744,50.4383,51.0856,4240506
2017-10-09,51.0159,51.2648,50.1894,50.3885,3691522
2017-10-10,51.7827,53.0275,51.7628,52.8084,9387125
2017-10-11,52.8781,53.5154,52.1113,52.6092,5396763
2017-10-12,52.4997,52.6092,52.1213,52.4300,2943045
2017-10-13,52.4499,52.6402,52.0404,52.4798,2960327
2017-10-16,52.3005,52.4599,51.7130,52.0516,3262297
2017-10-17,52.4997,52.5993,51.6532,51.8524,3651202
2017-10-18,51.8922,52.2182,51.6433,51.8126,2542361
2017-10-19,51.3545,51.6134,49.4258,51.2947,7568214
2017-10-20,51.3445,52.0217,51.3147,51.7130,3643376
2017-10-23,51.7030,51.7328,50.6574,50.7670,3456500
2017-10-24,50.8068,51.8823,50.3389,51.7329,3654904
2017-10-25,51.5636,51.5636,50.3985,50.8068,4658297
2017-10-26,51.7827,52.9677,48.1181,48.4069,12079047
2017-10-27,48.2077,48.6857,47.1322,47.3612,8591454
2017-10-30,47.4509,47.4708,46.6343,47.0525,5402530
2017-10-31,47.0227,47.4011,46.5945,46.6243,4596604
2017-11-01,47.7994,47.9986,47.1720,47.6401,4354521
2017-11-02,47.5903,47.7288,46.8932,47.1621,2410660
2017-11-03,47.1621,47.4110,46.6044,47.2517,4037183
2017-11-06,47.2617,47.8990,47.0824,47.3115,4249493
2017-11-07,47.3115,47.3413,46.2061,46.2658,3756424
2017-11-08,46.2260,46.7837,45.6484,46.1762,3134905
2017-11-09,45.6584,46.1563,45.1704,45.5787,3559185
2017-11-10,45.5485,46.0275,45.4686,45.7281,2433022
2017-11-13,45.5385,45.7680,45.2391,45.6483,1772439
2017-11-14,45.2091,45.8778,45.1792,45.7181,1827200
2017-11-15,45.6183,47.2151,45.3588,47.0954,5223111
2017-11-16,47.1652,47.9636,47.1453,47.5844,4462040
2017-11-17,47.5045,47.6542,47.0937,47.2950,2324811
2017-11-20,47.2351,47.7840,47.0255,47.5944,2436018
2017-11-21,47.7940,48.8219,47.4447,48.5524,2796204
2017-11-22,48.4826,48.8718,48.1732,48.5624,2326894
2017-11-24,48.5624,48.6622,48.2530,48.4626,1352400
2017-11-27,48.5125,48.7357,48.2031,48.3229,2630803
2017-11-28,48.3428,49.3209,48.1033,49.1213,3864117
2017-11-29,49.2810,51.0574,48.5624,49.1512,8154242
2017-11-30,49.6602,51.0091,49.2011,50.3887,6016175
2017-12-01,49.5704,50.2790,48.5923,48.9017,6229631
2017-12-04,49.9995,51.3668,49.5504,49.8299,7113822
2017-12-05,49.7500,49.8997,49.1112,49.3708,3594043
2017-12-06,49.2909,49.7101,49.0913,49.5105,2835542
2017-12-07,49.4307,50.8184,49.2011,50.7780,3046954
2017-12-08,51.1273,51.6861,50.8279,50.9177,3817896
2017-12-11,50.6782,51.4865,50.6582,51.1971,2835633
2017-12-12,51.1672,51.4267,50.2790,50.3688,2798179
2017-12-13,50.4786,50.6482,49.7500,49.9895,3035241
2017-12-14,50.4885,51.2570,49.9746,50.1093,4503105
2017-12-15,50.5684,51.3967,50.2989,50.9576,9074165
2017-12-18,51.1472,51.5564,51.1472,51.3867,3236066
2017-12-19,51.4965,51.7061,51.1772,51.3368,3019807
2017-12-20,51.4666,51.9955,51.0674,51.8159,5172839
2017-12-21,52.0554,53.3628,51.9656,52.6841,7125891
2017-12-22,52.6143,52.7739,52.3149,52.4845,2425104
2017-12-26,52.2450,53.1083,52.2250,52.7440,2774316
2017-12-27,52.6941,52.7739,51.9556,52.2949,2831434
2017-12-28,52.3448,52.5244,52.1153,52.3548,1845331
2017-12-29,52.3149,52.7141,51.9057,51.9256,2697096
2018-01-02,52.2250,52.9935,51.7959,52.8837,4084712
2018-01-03,52.7540,52.7540,51.9506,52.2350,5074850
2018-01-04,52.3747,54.2909,52.1602,52.5644,3557059
2018-01-05,52.6741,52.7328,52.3248,52.5444,2967756
2018-01-08,52.4945,52.5344,51.8258,52.0254,3515785
2018-01-09,52.8638,53.2630,51.9007,51.9755,3426021
2018-01-10,53.1232,53.9117,52.7739,53.6721,7655771
2018-01-11,54.3807,56.8857,54.0713,56.3068,11339858
2018-01-12,56.4466,58.6122,56.4466,58.3527,7505761
2018-01-16,58.6721,58.9615,57.4146,57.8637,5283872
2018-01-17,58.1931,58.4625,57.6841,58.0434,3148934
2018-01-18,57.8837,58.5923,57.4446,58.2230,3969309
2018-01-19,58.4725,58.4725,57.6442,57.9436,3151201
2018-01-22,57.8737,58.2230,57.4151,57.9835,3553916
2018-01-23,57.6242,58.3428,57.2849,58.1731,3336991
2018-01-24,54.2410,55.3488,53.3428,54.6801,16348479
2018-01-25,53.8917,54.4406,52.1053,52.9436,10223096
2018-01-26,53.5424,53.7919,52.2350,52.9636,7066094
2018-01-29,52.6841,53.0534,52.4795,52.5743,5953675
2018-01-30,52.3448,52.9436,52.2550,52.4845,4741808
2018-01-31,52.9735,54.6003,52.8937,54.2111,5962937
2018-02-01,53.8917,54.5304,53.4825,53.7719,3623078
2018-02-02,53.3827,53.8817,51.9256,51.9955,5109361
2018-02-05,51.9900,52.3900,49.7500,49.7600,6878284
2018-02-06,49.3200,51.5000,48.7900,51.1800,6782480
2018-02-07,50.9100,51.9800,50.8900,51.4000,4845831
2018-02-08,51.4400,51.4600,48.5100,48.6000,5995091
2018-02-09,49.7000,49.7300,46.3300,48.3600,6837776
2018-02-12,48.7900,50.5100,48.6500,50.0900,5437809
2018-02-13,49.7000,50.9200,49.6400,50.8700,3758026
2018-02-14,50.2400,51.5600,50.1100,51.0700,4983225
2018-02-15,51.4500,51.8800,50.9400,51.6700,3140818
2018-02-16,51.8000,52.2050,51.5300,51.5800,3891284
2018-02-20,51.2300,52.2300,51.1000,51.7200,3379786
2018-02-21,51.9600,53.8600,51.8250,52.7800,5396700
2018-02-22,53.2400,53.4100,52.6998,52.9800,4356650
2018-02-23,53.3000,53.4800,52.7200,53.3900,3394712
2018-02-26,53.9900,55.1300,53.9200,55.0000,4962084
2018-02-27,54.8900,55.6000,54.2400,54.2600,4878444
2018-02-28,54.4100,54.6000,53.6350,54.2500,4343788
2018-03-01,54.1400,55.3100,53.2995,53.4800,5895581
2018-03-02,52.9000,53.4150,51.8700,53.1800,4918160
2018-03-05,52.9000,53.6939,52.6900,53.1900,3974757
2018-03-06,53.3400,54.0200,52.9000,53.5700,4273805
2018-03-07,53.1200,54.1700,53.0400,54.1100,3216908
2018-03-08,54.3300,55.6900,54.2800,54.7900,4120718
2018-03-09,55.0500,56.0800,54.6500,56.0700,3469410
2018-03-12,56.2600,56.9700,55.6300,56.5000,3256393
2018-03-13,56.8600,57.4400,56.0300,56.2300,4361800
2018-03-15,55.3500,55.5600,54.9300,55.1700,2980508
2018-03-16,55.3100,56.4100,55.2700,55.4000,4574429
2018-03-19,55.3300,55.6900,54.1900,54.6200,3834281
2018-03-21,54.2100,54.6100,53.1650,54.0900,4811620
2018-03-22,53.5800,54.1800,52.2900,52.3100,4820379
2018-03-23,52.6300,53.1000,50.9900,51.0100,3966029
2018-03-27,52.3000,52.3500,50.5500,50.9000,2805331
2018-03-28,50.9000,51.2615,50.0500,50.8500,4154868
2018-03-29,51.3000,52.4301,51.0300,51.9600,2968970
2018-04-02,51.7700,51.9500,48.9600,49.7800,4185804
2018-04-03,50.2300,51.5500,49.5700,51.4700,3863347
2018-04-05,52.5000,53.0800,51.8300,52.1400,3060904
2018-04-06,51.7100,51.9600,49.8100,50.2900,4302567
2018-04-09,50.5000,50.8600,49.7400,49.8200,4330098
2018-04-10,50.5200,50.5700,47.2100,47.4600,12815485
2018-04-12,46.0300,46.8000,45.5050,46.5700,7040424
2018-04-13,46.7500,47.0500,45.7500,45.8700,5209544
2018-04-16,46.1300,46.9400,45.8100,46.4000,4516335
2018-04-17,46.7500,47.0300,45.6200,45.7500,6961108
2018-04-18,46.5000,48.3800,46.0500,47.7600,9170727
2018-04-20,46.9100,47.2400,46.4358,46.7800,5344735
2018-04-23,46.8500,47.1900,46.1200,46.6800,4221685
2018-04-24,46.7200,47.1700,45.1100,45.6900,3954263
2018-04-25,45.6700,45.9300,43.8900,45.2500,7847645
2018-04-26,43.4900,43.8000,40.6500,42.3700,20517346
2018-04-27,42.5500,43.4800,42.3250,43.4000,6955237
2018-04-30,43.5000,43.8100,42.7600,42.9300,6472855
2018-05-01,42.8600,43.4600,42.5600,43.3600,5341232
2018-05-02,43.2300,43.4100,42.1900,42.2400,6314448
2018-05-03,42.2500,42.4900,41.5400,42.1100,4700541
2018-05-04,41.7500,43.4500,41.7500,42.8600,5540878
2018-05-07,42.9200,43.2300,42.1235,42.4400,5330964
2018-05-08,42.3300,44.0100,42.3300,43.0000,7766568
2018-05-09,42.9300,43.1600,41.4700,41.5000,8273672
2018-05-10,41.5100,42.4600,41.5100,42.0400,7931613
2018-05-11,42.0800,42.6600,42.0200,42.6000,6066657
2018-05-14,42.7500,43.0900,42.2000,42.4600,4201557
2018-05-15,42.0200,43.4000,41.6000,43.1900,6850619
2018-05-16,43.1300,44.9100,43.0400,44.0600,7493568
2018-05-17,43.9000,44.5120,43.4900,43.6300,5334099
2018-05-18,43.5600,43.7600,43.0350,43.3800,4216067
2018-05-21,43.7400,44.7939,43.6300,44.2800,4930221
2018-05-22,44.5000,45.0400,42.8300,42.8800,6892448
2018-05-23,42.6400,42.8700,42.2700,42.8000,3915939
2018-05-24,42.9400,43.8900,42.7584,43.5600,3845124
2018-05-25,43.8200,45.8200,43.8000,44.9100,6517255
2018-05-29,44.6000,45.1500,43.2200,43.5900,4404602
2018-05-30,43.6800,43.8250,42.6600,43.3000,5366531
2018-05-31,43.4000,44.7100,42.9700,43.5400,8540096
2018-06-01,44.0500,44.0900,43.3500,44.0000,5472271
2018-06-04,44.0400,45.0100,43.9600,44.8600,5579786
2018-06-05,44.7800,45.0213,43.8100,44.1800,4920222
2018-06-06,43.4500,44.2300,42.8800,44.1900,6438393
2018-06-07,44.2800,44.4800,43.4500,43.8400,3651306
2018-06-08,43.9600,43.9690,42.9600,43.1100,6273041
2018-06-11,43.2500,44.9300,43.2500,44.1600,6402933
2018-06-12,44.2300,44.3000,43.0900,43.4100,5204620
2018-06-14,43.0600,43.4900,42.8000,43.0800,4001865
2018-06-15,43.0600,43.1100,42.3200,42.7700,7031967
2018-06-18,42.6300,42.6800,41.9400,42.4400,5302893
2018-06-19,42.0300,42.2100,41.0900,41.5100,5489702
2018-06-20,41.6500,42.3400,41.3500,42.0200,4910765
2018-06-21,42.0300,42.5000,41.3700,41.4900,4994237
2018-06-22,41.4600,42.4100,41.0200,41.3500,9115147
2018-06-25,41.0900,41.2700,39.2900,39.6800,7044558
2018-06-26,39.8700,39.9600,38.9900,39.0900,5678630
2018-06-27,39.0900,39.1800,38.2500,38.2600,7312000
2018-06-28,38.3300,38.5300,37.0600,38.2000,7890144
2018-06-29,38.2500,38.7500,37.8200,37.9600,6032146
2018-07-02,37.7400,38.3950,37.4400,38.3600,3347638
2018-07-03,37.6400,38.3300,36.7600,37.7500,5645315
2018-07-05,37.8500,38.1800,37.5200,37.9900,6159386
2018-07-06,38.1900,38.3900,37.7600,38.0900,3695004
